Original destination milepost,Original origin milepost,Post-calibration destination milepost ,Post-calibration origin milepost,Traffic Message Channel location codes,Truck Travel Time Reliability Index,Travel Time Index,Traffic Message Channel miles,Highway segment,Corridor number,Corridor name
523.37,524.12,523.773,524.548,117P04145,1.05,1.02,0.75,14_I,14,"Portland, OR to Salt Lake City, UT"
524.12,524.6,524.548,524.991,117+04145,1.06,1.02,0.48,14_I,14,"Portland, OR to Salt Lake City, UT"
524.6,525.32,524.991,525.716,117P04144,1.05,1.02,0.72,14_I,14,"Portland, OR to Salt Lake City, UT"
525.32,533.29,525.716,533.739,117+04144,1.05,1.02,7.98,14_I,14,"Portland, OR to Salt Lake City, UT"
533.29,533.81,533.739,534.25,117P04143,1.06,1.02,0.53,14_I,14,"Portland, OR to Salt Lake City, UT"
533.81,535.95,534.25,536.394,117+04143,1.06,1.02,2.13,14_I,14,"Portland, OR to Salt Lake City, UT"
535.95,536.62,536.394,537.054,117P04142,1.05,1.02,0.67,14_I,14,"Portland, OR to Salt Lake City, UT"
536.62,540.63,537.054,541.021,117+04142,1.06,1.01,4,14_I,14,"Portland, OR to Salt Lake City, UT"
540.63,541.35,541.021,541.794,117P04141,1.07,1.02,1.43,14_I,14,"Portland, OR to Salt Lake City, UT"
541.35,541.36,541.794,541.804,117P04141,1.07,1.02,1.43,14_I,14,"Portland, OR to Salt Lake City, UT"
541.36,542.05,541.804,542.447,117P04141,1.07,1.02,1.43,14_I,14,"Portland, OR to Salt Lake City, UT"
542.05,549.9,542.447,550.347,117+04141,1.05,1.01,7.86,14_I,14,"Portland, OR to Salt Lake City, UT"
549.9,550.57,550.347,551.044,117P04140,1.12,1.04,0.67,14_I,14,"Portland, OR to Salt Lake City, UT"
550.57,556.24,551.044,556.748,117+04140,1.11,1.04,5.69,14_I,14,"Portland, OR to Salt Lake City, UT"
556.24,556.87,556.748,557.382,117P04139,1.1,1.04,0.63,14_I,14,"Portland, OR to Salt Lake City, UT"
556.87,561.32,557.382,561.846,117+04139,1.1,1.03,4.46,14_I,14,"Portland, OR to Salt Lake City, UT"
561.32,562.14,561.846,562.672,117P04138,1.13,1.04,0.83,14_I,14,"Portland, OR to Salt Lake City, UT"
562.14,568.47,562.672,569.048,117+04138,1.09,1.02,6.35,14_I,14,"Portland, OR to Salt Lake City, UT"
568.47,569.06,569.048,569.637,117P04137,1.06,1.02,0.59,14_I,14,"Portland, OR to Salt Lake City, UT"
569.06,575.97,569.637,576.591,117+04137,1.05,1.01,6.93,14_I,14,"Portland, OR to Salt Lake City, UT"
575.97,576.43,576.591,577.045,117P04136,1.14,1.03,0.45,14_I,14,"Portland, OR to Salt Lake City, UT"
576.43,578.88,577.045,579.519,117+04136,1.08,1.02,2.46,14_I,14,"Portland, OR to Salt Lake City, UT"
578.88,579.14,579.519,579.789,117P04135,1.07,1.02,0.26,14_I,14,"Portland, OR to Salt Lake City, UT"
579.14,584.25,579.789,584.902,117+04135,1.05,1.01,5.13,14_I,14,"Portland, OR to Salt Lake City, UT"
584.25,584.66,584.902,585.261,117P04134,1.06,1.02,0.41,14_I,14,"Portland, OR to Salt Lake City, UT"
584.66,589.16,585.261,589.862,117+04134,1.07,1.02,4.52,14_I,14,"Portland, OR to Salt Lake City, UT"
589.16,589.75,589.862,590.447,117N04671,1.33,1.13,0.59,14_I,14,"Portland, OR to Salt Lake City, UT"
589.75,589.84,590.447,590.51,117-04671,1.14,1.03,14.68,14_I,14,"Portland, OR to Salt Lake City, UT"
589.84,589.85,590.51,590.493,117-04671,1.14,1.03,14.68,14_I,14,"Portland, OR to Salt Lake City, UT"
589.85,589.91,590.493,590.561,117P04133,1.14,1.09,1.49,14_I,14,"Portland, OR to Salt Lake City, UT"
589.91,590.57,590.561,591.225,117P04133,1.14,1.09,1.49,14_I,14,"Portland, OR to Salt Lake City, UT"
590.57,595.87,591.225,596.554,117+04133,1.09,1.03,5.3,14_I,14,"Portland, OR to Salt Lake City, UT"
595.87,596.25,596.554,596.912,117P04132,1.24,1.2,0.38,14_I,14,"Portland, OR to Salt Lake City, UT"
596.25,604.45,596.912,605.089,117+04132,1.22,1.18,8.17,14_I,14,"Portland, OR to Salt Lake City, UT"
604.45,605.06,605.089,605.697,117P04131,1.09,1.02,0.62,14_I,14,"Portland, OR to Salt Lake City, UT"
605.06,612.6,605.697,613.233,117+04131,1.05,1.02,7.52,14_I,14,"Portland, OR to Salt Lake City, UT"
612.6,613.21,613.233,613.838,117P04130,1.05,1.02,0.62,14_I,14,"Portland, OR to Salt Lake City, UT"
613.21,621.54,613.838,622.175,117+04130,1.06,1.02,8.32,14_I,14,"Portland, OR to Salt Lake City, UT"
621.54,622.06,622.175,622.68,117P04129,1.09,1.02,0.51,14_I,14,"Portland, OR to Salt Lake City, UT"
622.06,630.2,622.68,630.804,117+04129,1.09,1.02,8.13,14_I,14,"Portland, OR to Salt Lake City, UT"
630.2,630.95,630.804,631.561,117P04128,1.08,1.03,0.75,14_I,14,"Portland, OR to Salt Lake City, UT"
630.95,637.03,631.561,637.632,117+04128,1.07,1.02,6.06,14_I,14,"Portland, OR to Salt Lake City, UT"
637.03,637.81,637.632,638.408,117P04127,1.17,1.04,0.78,14_I,14,"Portland, OR to Salt Lake City, UT"
637.81,643.82,638.408,644.365,117+04127,1.06,1.02,5.99,14_I,14,"Portland, OR to Salt Lake City, UT"
643.82,643.84,644.365,644.385,,0,0,,14_I,14,"Portland, OR to Salt Lake City, UT"
647.79,648.5,648.395,649.098,116P04761,1.06,1.02,1.35,14_U,14,"Portland, OR to Salt Lake City, UT"
648.5,649.14,649.098,649.764,116P04761,1.06,1.02,1.35,14_U,14,"Portland, OR to Salt Lake City, UT"
649.14,650.4,649.764,650.996,116+04761,1.07,1.02,1.27,14_U,14,"Portland, OR to Salt Lake City, UT"
650.4,651.29,650.996,651.947,116P04760,1.07,1.02,0.89,14_U,14,"Portland, OR to Salt Lake City, UT"
651.29,655.59,651.947,656.22,116+04760,1.07,1.02,4.3,14_U,14,"Portland, OR to Salt Lake City, UT"
655.59,655.96,656.22,656.564,116P04759,1.07,1.02,0.37,14_U,14,"Portland, OR to Salt Lake City, UT"
655.96,659.18,656.564,659.818,116+04759,1.08,1.02,3.23,14_U,14,"Portland, OR to Salt Lake City, UT"
659.18,659.86,659.818,660.511,116P04758,1.1,1.03,0.68,14_U,14,"Portland, OR to Salt Lake City, UT"
659.86,660.75,660.511,661.41,116+04758,1.1,1.03,0.9,14_U,14,"Portland, OR to Salt Lake City, UT"
660.75,661.42,661.41,662.088,116P04757,1.12,1.04,0.67,14_U,14,"Portland, OR to Salt Lake City, UT"
661.42,663.83,662.088,664.52,116+04757,1.13,1.04,2.42,14_U,14,"Portland, OR to Salt Lake City, UT"
663.83,664.37,664.52,665.044,116P04756,1.08,1.02,0.54,14_U,14,"Portland, OR to Salt Lake City, UT"
664.37,667.95,665.044,668.615,116+04756,1.06,1.02,3.57,14_U,14,"Portland, OR to Salt Lake City, UT"
667.95,668.58,668.615,669.222,116P04755,1.06,1.02,0.63,14_U,14,"Portland, OR to Salt Lake City, UT"
668.58,670.1,669.222,670.75,116+04755,1.07,1.02,1.51,14_U,14,"Portland, OR to Salt Lake City, UT"
670.1,670.69,670.75,671.328,116P04754,1.07,1.02,0.59,14_U,14,"Portland, OR to Salt Lake City, UT"
670.69,675.72,671.328,676.382,116+04754,1.08,1.03,5.05,14_U,14,"Portland, OR to Salt Lake City, UT"
675.72,676.6,676.382,677.293,116P04753,1.09,1.03,0.88,14_U,14,"Portland, OR to Salt Lake City, UT"
676.6,682.88,677.293,683.517,116+04753,1.07,1.02,6.26,14_U,14,"Portland, OR to Salt Lake City, UT"
682.88,683.61,683.517,684.273,116P04752,1.07,1.02,0.73,14_U,14,"Portland, OR to Salt Lake City, UT"
683.61,684.23,684.273,684.861,116+04752,1.07,1.02,0.62,14_U,14,"Portland, OR to Salt Lake City, UT"
684.23,684.94,684.861,685.573,116P04751,1.05,1.02,0.7,14_U,14,"Portland, OR to Salt Lake City, UT"
684.94,685.15,685.573,685.782,116+04751,1.08,1.03,0.21,14_U,14,"Portland, OR to Salt Lake City, UT"
685.15,685.45,685.782,686.107,116P04571,1.06,1.02,0.8,14_U,14,"Portland, OR to Salt Lake City, UT"
685.45,685.94,686.107,686.581,116P04571,1.06,1.02,0.8,14_U,14,"Portland, OR to Salt Lake City, UT"
685.94,688.22,686.581,688.921,116+04571,1.05,1.01,2.29,14_U,14,"Portland, OR to Salt Lake City, UT"
688.22,688.85,688.921,689.54,116P04570,1.05,1.02,0.63,14_U,14,"Portland, OR to Salt Lake City, UT"
688.85,692.11,689.54,692.812,116+04570,1.05,1.01,3.25,14_U,14,"Portland, OR to Salt Lake City, UT"
692.11,692.67,692.812,693.355,116P04569,1.06,1.02,0.56,14_U,14,"Portland, OR to Salt Lake City, UT"
692.67,699.26,693.355,699.91,116+04569,1.05,1.01,6.55,14_U,14,"Portland, OR to Salt Lake City, UT"
699.26,699.51,699.91,700.151,116P04481,1.05,1.02,0.25,14_U,14,"Portland, OR to Salt Lake City, UT"
699.51,699.62,700.151,700.225,116+04481,1.08,1.02,1.58,14_U,14,"Portland, OR to Salt Lake City, UT"
699.62,701.11,700.225,701.73,116+04481,1.08,1.02,1.58,14_U,14,"Portland, OR to Salt Lake City, UT"
701.11,701.86,701.73,702.476,116P04480,1.05,1.01,0.75,14_U,14,"Portland, OR to Salt Lake City, UT"
701.86,702.78,702.476,703.374,116+04480,1.07,1.02,0.92,14_U,14,"Portland, OR to Salt Lake City, UT"
702.78,703.15,703.374,703.754,116P04479,1.05,1.01,0.63,14_U,14,"Portland, OR to Salt Lake City, UT"
703.15,703.16,703.754,703.766,116P04479,1.05,1.01,0.63,14_U,14,"Portland, OR to Salt Lake City, UT"
703.16,703.41,703.766,703.984,116P04479,1.05,1.01,0.63,14_U,14,"Portland, OR to Salt Lake City, UT"
703.41,707.24,703.984,707.818,116+04479,1.23,1.11,3.81,14_U,14,"Portland, OR to Salt Lake City, UT"
707.24,708.13,707.818,708.644,116P04478,1.11,1.05,0.88,14_U,14,"Portland, OR to Salt Lake City, UT"
708.13,712.92,708.644,713.476,116+04478,1.04,1.01,4.76,14_U,14,"Portland, OR to Salt Lake City, UT"
712.92,713.41,713.476,713.928,116P04477,1.05,1.01,0.8,14_U,14,"Portland, OR to Salt Lake City, UT"
713.41,713.72,713.928,714.238,116P04477,1.05,1.01,0.8,14_U,14,"Portland, OR to Salt Lake City, UT"
713.72,715.6,714.238,716.121,116+04477,1.04,1.01,1.87,14_U,14,"Portland, OR to Salt Lake City, UT"
715.6,715.9,716.121,716.354,116P04476,1.05,1.01,0.59,14_U,14,"Portland, OR to Salt Lake City, UT"
715.9,716.2,716.354,716.71,116P04476,1.05,1.01,0.59,14_U,14,"Portland, OR to Salt Lake City, UT"
716.2,718.34,716.71,718.819,116+04476,1.06,1.02,2.13,14_U,14,"Portland, OR to Salt Lake City, UT"
718.34,718.84,718.819,719.371,116P04475,1.06,1.02,0.5,14_U,14,"Portland, OR to Salt Lake City, UT"
718.84,720.02,719.371,720.563,116+04475,1.06,1.02,1.17,14_U,14,"Portland, OR to Salt Lake City, UT"
720.02,720.32,720.563,720.807,116P04474,1.06,1.02,0.7,14_U,14,"Portland, OR to Salt Lake City, UT"
720.32,720.72,720.807,721.203,116P04474,1.06,1.02,0.7,14_U,14,"Portland, OR to Salt Lake City, UT"
720.72,721.2,721.203,721.672,116+04474,1.08,1.02,0.48,14_U,14,"Portland, OR to Salt Lake City, UT"
721.2,721.74,721.672,722.203,116P04473,1.07,1.02,0.54,14_U,14,"Portland, OR to Salt Lake City, UT"
721.74,722.23,722.203,722.696,116+04473,1.07,1.02,0.48,14_U,14,"Portland, OR to Salt Lake City, UT"
722.23,722.24,722.696,722.704,116P04472,1.08,1.02,0.31,14_U,14,"Portland, OR to Salt Lake City, UT"
722.24,722.54,722.704,723.005,116P04472,1.08,1.02,0.31,14_U,14,"Portland, OR to Salt Lake City, UT"
722.54,723.13,723.005,723.584,116+04472,1.07,1.02,0.58,14_U,14,"Portland, OR to Salt Lake City, UT"
723.13,723.36,723.584,723.82,116P04471,1.06,1.01,0.62,14_U,14,"Portland, OR to Salt Lake City, UT"
723.36,723.38,723.82,723.83,116P04471,1.06,1.01,0.62,14_U,14,"Portland, OR to Salt Lake City, UT"
723.38,723.75,723.83,724.21,116P04471,1.06,1.01,0.62,14_U,14,"Portland, OR to Salt Lake City, UT"
723.75,724.84,724.21,725.271,116+04471,1.06,1.02,1.08,14_U,14,"Portland, OR to Salt Lake City, UT"
724.84,725.1,725.271,725.543,116P04387,1.06,1.02,0.26,14_U,14,"Portland, OR to Salt Lake City, UT"
725.1,726.19,725.543,726.633,116+04387,1.07,1.02,1.09,14_U,14,"Portland, OR to Salt Lake City, UT"
726.19,726.21,726.633,726.65,116P04386,1.09,1.03,0.19,14_U,14,"Portland, OR to Salt Lake City, UT"
726.21,726.38,726.65,726.83,116P04386,1.09,1.03,0.19,14_U,14,"Portland, OR to Salt Lake City, UT"
726.38,726.85,726.83,727.288,116+04386,1.11,1.04,0.47,14_U,14,"Portland, OR to Salt Lake City, UT"
726.85,726.88,727.288,727.318,116P04385,1.16,1.04,0.35,14_U,14,"Portland, OR to Salt Lake City, UT"
726.88,727.2,727.318,727.643,116P04385,1.16,1.04,0.35,14_U,14,"Portland, OR to Salt Lake City, UT"
727.2,729.09,727.643,729.495,116+04385,1.32,1.04,1.88,14_U,14,"Portland, OR to Salt Lake City, UT"
729.09,729.84,729.495,730.259,116P04384,1.64,1.06,0.75,14_U,14,"Portland, OR to Salt Lake City, UT"
729.84,731.01,730.259,731.437,116+04384,1.6,1.07,1.16,14_U,14,"Portland, OR to Salt Lake City, UT"
731.01,731.29,731.437,731.692,116P04383,1.77,1.09,0.61,14_U,14,"Portland, OR to Salt Lake City, UT"
731.29,731.62,731.692,732.02,116P04383,1.77,1.09,0.61,14_U,14,"Portland, OR to Salt Lake City, UT"
731.62,732.02,732.02,732.456,116+04383,2,1.12,0.4,14_U,14,"Portland, OR to Salt Lake City, UT"
732.02,732.49,732.456,732.894,116P04382,2.29,1.12,0.8,14_U,14,"Portland, OR to Salt Lake City, UT"
732.49,732.5,732.894,732.904,116P04382,2.29,1.12,0.8,14_U,14,"Portland, OR to Salt Lake City, UT"
732.5,732.82,732.904,733.223,116P04382,2.29,1.12,0.8,14_U,14,"Portland, OR to Salt Lake City, UT"
732.82,733.47,733.223,733.867,116+04382,2,1.14,0.64,14_U,14,"Portland, OR to Salt Lake City, UT"
733.47,734.08,733.867,734.436,116P04381,1.92,1.19,0.61,14_U,14,"Portland, OR to Salt Lake City, UT"
734.08,734.85,734.436,735.25,116+04381,2.6,1.26,0.77,14_U,14,"Portland, OR to Salt Lake City, UT"
734.85,735.29,735.25,735.687,116P04380,3.48,1.31,0.74,14_U,14,"Portland, OR to Salt Lake City, UT"
735.29,735.59,735.687,735.995,116P04380,3.48,1.31,0.74,14_U,14,"Portland, OR to Salt Lake City, UT"
735.59,736.29,735.995,736.686,116+04380,2.83,1.26,0.69,14_U,14,"Portland, OR to Salt Lake City, UT"
736.29,737.15,736.686,737.534,116P04379,2.8,1.24,0.86,14_U,14,"Portland, OR to Salt Lake City, UT"
737.15,740.54,737.534,740.941,116+04379,3.47,1.19,3.38,14_U,14,"Portland, OR to Salt Lake City, UT"
740.54,740.96,740.941,741.366,116P04378,3.37,1.11,0.43,14_U,14,"Portland, OR to Salt Lake City, UT"
740.96,741.19,741.366,741.58,116+04378,2.68,1.09,0.23,14_U,14,"Portland, OR to Salt Lake City, UT"
741.19,741.2,741.58,741.59,116P04377,1.9,1.07,0.28,14_U,14,"Portland, OR to Salt Lake City, UT"
741.2,741.47,741.59,741.852,116P04377,1.9,1.07,0.28,14_U,14,"Portland, OR to Salt Lake City, UT"
741.47,742.49,741.852,742.868,116+04377,1.52,1.05,1.02,14_U,14,"Portland, OR to Salt Lake City, UT"
742.49,742.77,742.868,743.142,116P04376,1.39,1.04,0.28,14_U,14,"Portland, OR to Salt Lake City, UT"
742.77,745.55,743.142,745.908,116+04376,1.5,1.05,2.76,14_U,14,"Portland, OR to Salt Lake City, UT"
745.55,746.26,745.908,746.629,116P04375,1.7,1.05,0.71,14_U,14,"Portland, OR to Salt Lake City, UT"
746.26,747.15,746.629,747.514,116+04375,1.39,1.04,0.89,14_U,14,"Portland, OR to Salt Lake City, UT"
747.15,747.38,747.514,747.728,116P04374,1.21,1.03,0.23,14_U,14,"Portland, OR to Salt Lake City, UT"
747.38,747.39,747.728,747.738,116P04374,1.21,1.03,0.23,14_U,14,"Portland, OR to Salt Lake City, UT"
747.39,747.88,747.738,748.228,116+04374,1.17,1.03,0.49,14_U,14,"Portland, OR to Salt Lake City, UT"
747.88,748.13,748.228,748.462,116P04373,1.18,1.03,0.24,14_U,14,"Portland, OR to Salt Lake City, UT"
748.13,748.29,748.462,748.616,116+04373,1.2,1.05,0.16,14_U,14,"Portland, OR to Salt Lake City, UT"
748.29,748.56,748.616,748.892,116P04372,1.19,1.03,0.59,14_U,14,"Portland, OR to Salt Lake City, UT"
748.56,748.57,748.892,748.901,116P04372,1.19,1.03,0.59,14_U,14,"Portland, OR to Salt Lake City, UT"
748.57,748.88,748.901,749.21,116P04372,1.19,1.03,0.59,14_U,14,"Portland, OR to Salt Lake City, UT"
748.88,749.98,749.21,750.297,116+04372,1.21,1.04,1.09,14_U,14,"Portland, OR to Salt Lake City, UT"
749.98,750.19,750.297,750.514,116P04371,1.24,1.04,0.5,14_U,14,"Portland, OR to Salt Lake City, UT"
750.19,750.2,750.514,750.522,116P04371,1.24,1.04,0.5,14_U,14,"Portland, OR to Salt Lake City, UT"
750.2,750.48,750.522,750.781,116P04371,1.24,1.04,0.5,14_U,14,"Portland, OR to Salt Lake City, UT"
750.48,751.45,750.781,751.775,116+04371,1.24,1.05,0.96,14_U,14,"Portland, OR to Salt Lake City, UT"
751.45,751.76,751.775,752.083,116P04370,1.2,1.05,0.31,14_U,14,"Portland, OR to Salt Lake City, UT"
751.76,751.77,752.083,752.161,116+04370,1.26,1.07,0.27,14_U,14,"Portland, OR to Salt Lake City, UT"
751.77,752.04,752.161,752.387,116+04370,1.26,1.07,0.27,14_U,14,"Portland, OR to Salt Lake City, UT"
752.04,752.2,752.387,752.516,116P04369,1.37,1.08,0.19,14_U,14,"Portland, OR to Salt Lake City, UT"
752.2,752.22,752.516,752.536,116P04396,1.18,1.05,0.61,14_U,14,"Portland, OR to Salt Lake City, UT"
752.22,752.35,752.536,752.708,116P04396,1.18,1.05,0.61,14_U,14,"Portland, OR to Salt Lake City, UT"
752.35,752.92,752.708,753.504,116+04396,1.24,1.06,0.57,14_U,14,"Portland, OR to Salt Lake City, UT"
752.92,753.3,753.504,753.802,116P04395,1.24,1.07,0.67,14_U,14,"Portland, OR to Salt Lake City, UT"
753.3,753.59,753.802,754.141,116P04395,1.24,1.07,0.67,14_U,14,"Portland, OR to Salt Lake City, UT"
753.59,753.61,754.141,754.161,116P10754,1.43,1.09,0.58,14_U,14,"Portland, OR to Salt Lake City, UT"
753.61,754.16,754.161,754.731,116P10754,1.43,1.09,0.58,14_U,14,"Portland, OR to Salt Lake City, UT"
754.16,754.78,754.731,755.37,116+10754,1.23,1.06,0.61,14_U,14,"Portland, OR to Salt Lake City, UT"
754.78,755.51,755.37,756.068,116P04394,1.24,1.06,0.72,14_U,14,"Portland, OR to Salt Lake City, UT"
755.51,756.49,756.068,757.09,116+04394,1.64,1.07,0.98,14_U,14,"Portland, OR to Salt Lake City, UT"
756.49,757.49,757.09,758.045,116P04393,2.06,1.09,0.99,14_U,14,"Portland, OR to Salt Lake City, UT"
757.49,757.79,758.045,758.328,116+04393,2.21,1.12,0.3,14_U,14,"Portland, OR to Salt Lake City, UT"
757.79,758.42,758.328,758.966,116P04392,3.43,1.13,1.34,14_U,14,"Portland, OR to Salt Lake City, UT"
758.42,758.43,758.966,758.976,116P04392,3.43,1.13,1.34,14_U,14,"Portland, OR to Salt Lake City, UT"
758.43,759.14,758.976,759.699,116P04392,3.43,1.13,1.34,14_U,14,"Portland, OR to Salt Lake City, UT"
759.14,759.85,759.699,760.406,116+04392,1.58,1.06,0.71,14_U,14,"Portland, OR to Salt Lake City, UT"
759.85,760.49,760.406,761.057,116P04391,1.27,1.05,0.63,14_U,14,"Portland, OR to Salt Lake City, UT"
760.49,760.77,761.057,761.313,116+04391,1.27,1.05,0.27,14_U,14,"Portland, OR to Salt Lake City, UT"
760.77,761.24,761.313,761.79,116P04390,1.27,1.04,0.91,14_U,14,"Portland, OR to Salt Lake City, UT"
761.24,761.45,761.79,762.052,116N04421,1.67,1.13,0.67,14_U,14,"Portland, OR to Salt Lake City, UT"
761.45,761.58,762.052,762.173,116N04421,1.67,1.13,0.67,14_U,14,"Portland, OR to Salt Lake City, UT"
761.58,761.59,762.173,762.183,116-04421,2.18,1.12,0.01,14_U,14,"Portland, OR to Salt Lake City, UT"
761.59,761.69,762.183,762.275,116N04422,2.02,1.11,0.75,14_U,14,"Portland, OR to Salt Lake City, UT"
761.69,761.7,762.275,762.283,,0,0,,14_U,14,"Portland, OR to Salt Lake City, UT"
0.35,1.31,0.356,1.373,105+05501,1.04,1.02,2.01,15_C,15,"San Francisco, CA to Port of LA/LB"
1.31,2.36,1.373,2.504,105+05501,1.04,1.02,2.01,15_C,15,"San Francisco, CA to Port of LA/LB"
2.36,2.57,2.504,2.709,105P05500,1.05,1.02,0.47,15_C,15,"San Francisco, CA to Port of LA/LB"
2.57,2.58,2.709,2.725,105P05500,1.05,1.02,0.47,15_C,15,"San Francisco, CA to Port of LA/LB"
2.58,2.83,2.725,2.96,105P05500,1.05,1.02,0.47,15_C,15,"San Francisco, CA to Port of LA/LB"
2.83,3.44,2.96,3.555,,0,0,,15_C,15,"San Francisco, CA to Port of LA/LB"
3.44,3.45,3.555,3.528,,0,0,,15_C,15,"San Francisco, CA to Port of LA/LB"
3.45,3.5,3.528,3.579,,0,0,,15_C,15,"San Francisco, CA to Port of LA/LB"
3.5,3.94,3.579,4.047,105P05499,1.12,1.03,0.43,15_C,15,"San Francisco, CA to Port of LA/LB"
3.94,4.15,4.047,4.243,105+05499,1.39,1.09,0.21,15_C,15,"San Francisco, CA to Port of LA/LB"
4.15,4.53,4.243,4.603,105P05498,1.59,1.09,0.38,15_C,15,"San Francisco, CA to Port of LA/LB"
4.53,6.64,4.603,6.783,105+05498,1.37,1.07,2.11,15_C,15,"San Francisco, CA to Port of LA/LB"
6.64,7.15,6.783,7.287,105P05497,1.33,1.06,0.52,15_C,15,"San Francisco, CA to Port of LA/LB"
7.15,7.61,7.287,7.755,105+05497,1.21,1.06,0.45,15_C,15,"San Francisco, CA to Port of LA/LB"
7.61,7.84,7.755,8.011,105P05496,1.22,1.06,0.24,15_C,15,"San Francisco, CA to Port of LA/LB"
7.84,8.39,8.011,8.546,105+05496,1.28,1.07,0.55,15_C,15,"San Francisco, CA to Port of LA/LB"
8.39,8.67,8.546,8.82,105P05495,1.39,1.08,0.28,15_C,15,"San Francisco, CA to Port of LA/LB"
8.67,9.51,8.82,9.663,105+05495,1.62,1.11,0.84,15_C,15,"San Francisco, CA to Port of LA/LB"
9.51,9.97,9.663,10.119,105P05494,1.79,1.11,0.46,15_C,15,"San Francisco, CA to Port of LA/LB"
9.97,11.19,10.119,11.33,105+05494,1.89,1.11,1.22,15_C,15,"San Francisco, CA to Port of LA/LB"
11.19,11.7,11.33,11.836,105P05737,2.44,1.12,0.51,15_C,15,"San Francisco, CA to Port of LA/LB"
11.7,11.94,11.836,12.079,105+05737,2.3,1.11,0.24,15_C,15,"San Francisco, CA to Port of LA/LB"
11.94,12.54,12.079,12.694,105P05736,1.96,1.09,0.6,15_C,15,"San Francisco, CA to Port of LA/LB"
12.54,13.47,12.694,13.609,105+05736,1.55,1.07,0.93,15_C,15,"San Francisco, CA to Port of LA/LB"
13.47,14.09,13.609,14.24,105P05735,1.4,1.06,0.62,15_C,15,"San Francisco, CA to Port of LA/LB"
14.09,15.28,14.24,15.425,105+05735,1.45,1.06,1.2,15_C,15,"San Francisco, CA to Port of LA/LB"
15.28,15.69,15.425,15.862,105P05734,1.53,1.07,0.41,15_C,15,"San Francisco, CA to Port of LA/LB"
15.69,17.21,15.862,17.322,105+05734,1.28,1.05,1.51,15_C,15,"San Francisco, CA to Port of LA/LB"
17.21,17.39,17.322,17.504,105P05733,1.35,1.07,0.18,15_C,15,"San Francisco, CA to Port of LA/LB"
17.39,17.69,17.504,17.818,105+05733,1.41,1.08,0.3,15_C,15,"San Francisco, CA to Port of LA/LB"
17.69,17.87,17.818,18.008,105P05732,1.51,1.09,0.19,15_C,15,"San Francisco, CA to Port of LA/LB"
17.87,17.88,18.008,18.017,105P05732,1.51,1.09,0.19,15_C,15,"San Francisco, CA to Port of LA/LB"
17.88,17.98,18.017,18.118,105+05732,1.57,1.1,0.1,15_C,15,"San Francisco, CA to Port of LA/LB"
17.98,18.15,18.118,18.294,105P05731,1.64,1.09,0.17,15_C,15,"San Francisco, CA to Port of LA/LB"
18.15,18.24,18.294,18.387,105+05731,1.68,1.1,0.09,15_C,15,"San Francisco, CA to Port of LA/LB"
18.24,18.33,18.387,18.468,105+05730,1.77,1.07,0.09,15_C,15,"San Francisco, CA to Port of LA/LB"
18.33,18.68,18.468,18.813,105P05729,1.58,1.11,0.35,15_C,15,"San Francisco, CA to Port of LA/LB"
18.68,18.73,18.813,18.853,105+05729,1.51,1.14,0.05,15_C,15,"San Francisco, CA to Port of LA/LB"
18.73,18.94,18.853,19.051,105P05728,1.54,1.15,0.21,15_C,15,"San Francisco, CA to Port of LA/LB"
18.94,19.46,19.051,19.541,105+05728,2.03,1.22,0.52,15_C,15,"San Francisco, CA to Port of LA/LB"
19.46,19.74,19.541,19.851,105P05727,2.76,1.24,0.29,15_C,15,"San Francisco, CA to Port of LA/LB"
19.74,20.06,19.851,20.202,105+05727,2.43,1.21,0.32,15_C,15,"San Francisco, CA to Port of LA/LB"
20.06,20.29,20.202,20.452,105P05726,2.13,1.19,0.24,15_C,15,"San Francisco, CA to Port of LA/LB"
20.29,20.74,20.452,20.898,105+05726,1.96,1.17,0.45,15_C,15,"San Francisco, CA to Port of LA/LB"
20.74,20.94,20.898,21.096,105P05725,2.04,1.15,0.2,15_C,15,"San Francisco, CA to Port of LA/LB"
20.94,22.15,21.096,22.333,105+05725,2.19,1.13,1.21,15_C,15,"San Francisco, CA to Port of LA/LB"
22.15,22.34,22.333,22.484,105P05724,2.51,1.13,0.19,15_C,15,"San Francisco, CA to Port of LA/LB"
22.34,22.54,22.484,22.705,105+05724,2.23,1.11,0.2,15_C,15,"San Francisco, CA to Port of LA/LB"
22.54,22.75,22.705,22.962,105P05723,2.16,1.1,0.21,15_C,15,"San Francisco, CA to Port of LA/LB"
22.75,23.61,22.962,23.828,105+05723,2.02,1.08,0.86,15_C,15,"San Francisco, CA to Port of LA/LB"
23.61,24.11,23.828,24.312,105P05722,1.63,1.06,0.5,15_C,15,"San Francisco, CA to Port of LA/LB"
24.11,26.2,24.312,26.441,105+05722,1.32,1.05,2.09,15_C,15,"San Francisco, CA to Port of LA/LB"
26.2,26.79,26.441,27.073,105P05721,1.31,1.05,0.59,15_C,15,"San Francisco, CA to Port of LA/LB"
26.79,27.33,27.073,27.628,105+05721,1.49,1.06,0.54,15_C,15,"San Francisco, CA to Port of LA/LB"
27.33,27.84,27.628,28.089,105P05720,1.77,1.06,0.51,15_C,15,"San Francisco, CA to Port of LA/LB"
27.84,28.44,28.089,28.648,105+05720,1.36,1.05,0.6,15_C,15,"San Francisco, CA to Port of LA/LB"
